order_id,userid,date,year,month,day_of_week,brand_name,product_name,business_category,outlet_type,quantity,amount,total_revenue
10030,529440,2023-07-01,2023,7,Saturday,Daraz,Daraz - Gadget #850,Market Place,online,2,6698.25,13396.5
10031,553235,2023-07-01,2023,7,Saturday,Daraz,Daraz - Gadget #592,Market Place,online,1,5736.44,5736.44
10032,553235,2023-07-02,2023,7,Sunday,Daraz,Daraz - Home Item #722,Market Place,online,1,15000.0,15000.0
10033,622412,2023-07-12,2023,7,Wednesday,SAYA,SAYA - Shirt #047,Fashion,online,1,6356.95,6356.95
10034,659881,2023-06-08,2023,6,Thursday,Metro Cash & Carry,Metro Cash & Carry - Fresh Items #234,Stores & Grocery,online,1,2445.51,2445.51
10035,659881,2023-06-10,2023,6,Saturday,Metro Cash & Carry,Metro Cash & Carry - Staples Bundle #082,Stores & Grocery,online,1,6261.26,6261.26
10036,659881,2023-06-24,2023,6,Saturday,Metro Cash & Carry,Metro Cash & Carry - Grocery Pack #888,Stores & Grocery,online,5,2253.96,11269.8
10037,659881,2023-06-25,2023,6,Sunday,Metro Cash & Carry,Metro Cash & Carry - Grocery Pack #390,Stores & Grocery,online,1,4606.83,4606.83
10038,659881,2023-07-02,2023,7,Sunday,Metro Cash & Carry,Metro Cash & Carry - Staples Bundle #465,Stores & Grocery,online,3,1557.8,4673.4
10039,659881,2023-07-03,2023,7,Monday,Metro Cash & Carry,Metro Cash & Carry - Fresh Items #855,Stores & Grocery,online,2,2136.17,4272.34
10040,659881,2023-07-05,2023,7,Wednesday,Metro Cash & Carry,Metro Cash & Carry - Staples Bundle #167,Stores & Grocery,online,2,4579.27,9158.54
10041,659881,2023-07-08,2023,7,Saturday,Metro Cash & Carry,Metro Cash & Carry - Staples Bundle #364,Stores & Grocery,online,1,6003.49,6003.49
10042,659881,2023-07-10,2023,7,Monday,Metro Cash & Carry,Metro Cash & Carry - Grocery Pack #687,Stores & Grocery,online,1,4521.27,4521.27
10043,659881,2023-07-11,2023,7,Tuesday,Metro Cash & Carry,Metro Cash & Carry - Staples Bundle #719,Stores & Grocery,online,2,3916.84,7833.68
10044,659881,2023-07-12,2023,7,Wednesday,Metro Cash & Carry,Metro Cash & Carry - Fresh Items #664,Stores & Grocery,online,3,3569.97,10709.91
10045,659881,2023-07-13,2023,7,Thursday,Metro Cash & Carry,Metro Cash & Carry - Grocery Pack #624,Stores & Grocery,online,1,1981.49,1981.49
10046,659881,2023-07-17,2023,7,Monday,Metro Cash & Carry,Metro Cash & Carry - Fresh Items #176,Stores & Grocery,online,2,2895.58,5791.16
10047,659881,2023-07-18,2023,7,Tuesday,Metro Cash & Carry,Metro Cash & Carry - Fresh Items #747,Stores & Grocery,online,1,3296.26,3296.26
10048,659881,2023-07-26,2023,7,Wednesday,Metro Cash & Carry,Metro Cash & Carry - Grocery Pack #168,Stores & Grocery,online,1,7040.43,7040.43
10049,663730,2023-06-20,2023,6,Tuesday,Daraz,Daraz - Appliance #389,Market Place,online,2,9202.75,18405.5
10050,663730,2023-06-21,2023,6,Wednesday,Daraz,Daraz - Gadget #948,Market Place,online,2,3209.68,6419.36
10051,663730,2023-06-23,2023,6,Friday,Daraz,Daraz - Home Item #702,Market Place,online,1,9113.3,9113.3
10052,665854,2023-06-20,2023,6,Tuesday,foodpanda,foodpanda - Special #864,Food & Restaurants,online,1,1319.78,1319.78
10053,696319,2023-05-03,2023,5,Wednesday,Al Rehman Biryani,Al Rehman Biryani - Meal Deal #235,Food & Restaurants,online,1,1140.59,1140.59
10054,883198,2023-06-09,2023,6,Friday,Daraz,Daraz - Electronics #825,Market Place,online,5,10522.66,52613.3
10055,883198,2023-06-11,2023,6,Sunday,foodpanda,foodpanda - Special #411,Food & Restaurants,online,1,2679.16,2679.16
10056,883198,2023-06-12,2023,6,Monday,foodpanda,foodpanda - Special #068,Food & Restaurants,online,1,2548.85,2548.85
10057,883198,2023-06-13,2023,6,Tuesday,foodpanda,foodpanda - Combo #936,Food & Restaurants,online,1,1051.69,1051.69
10058,883198,2023-06-14,2023,6,Wednesday,foodpanda,foodpanda - Family Pack #898,Food & Restaurants,online,1,1370.8,1370.8
10059,883198,2023-07-10,2023,7,Monday,foodpanda,foodpanda - Special #218,Food & Restaurants,online,2,1888.22,3776.44
10060,883198,2023-07-15,2023,7,Saturday,foodpanda,foodpanda - Platter #406,Food & Restaurants,online,1,2605.9,2605.9
10061,889899,2023-07-19,2023,7,Wednesday,foodpanda,foodpanda - Platter #147,Food & Restaurants,online,2,1259.12,2518.24
10062,926122,2023-06-24,2023,6,Saturday,foodpanda,foodpanda - Special #143,Food & Restaurants,online,1,1458.16,1458.16
10063,946885,2023-07-25,2023,7,Tuesday,foodpanda,foodpanda - Combo #763,Food & Restaurants,online,2,920.2,1840.4
10064,970712,2023-07-27,2023,7,Thursday,foodpanda,foodpanda - Family Pack #552,Food & Restaurants,online,1,879.77,879.77
10065,970833,2023-07-21,2023,7,Friday,Daraz,Daraz - Gadget #765,Market Place,online,3,11634.28,34902.840000000004
10066,970833,2023-07-20,2023,7,Thursday,Pizza Max,Pizza Max - Family Pack #439,Food & Restaurants,online,1,3000.0,3000.0
10067,970833,2023-07-30,2023,7,Sunday,foodpanda,foodpanda - Family Pack #409,Food & Restaurants,online,2,1543.42,3086.84
10068,1046962,2023-07-13,2023,7,Thursday,Naheed.pk,Naheed.pk - Staples Bundle #225,Stores & Grocery,online,2,6854.29,13708.58
10069,1046962,2023-07-14,2023,7,Friday,Naheed.pk,Naheed.pk - Grocery Pack #522,Stores & Grocery,online,2,4972.52,9945.04
10070,1068998,2023-07-22,2023,7,Saturday,Hobnob,Hobnob - Platter #094,Food & Restaurants,online,1,1158.87,1158.87
10071,1068998,2023-07-30,2023,7,Sunday,Hobnob,Hobnob - Meal Deal #882,Food & Restaurants,online,5,1916.88,9584.400000000001
10072,1080241,2023-05-28,2023,5,Sunday,Burger O'Clock,Burger O'Clock - Meal Deal #157,Food & Restaurants,online,1,3000.0,3000.0
10073,1205751,2023-06-08,2023,6,Thursday,Bin Hashim,Bin Hashim - Fresh Items #164,Stores & Grocery,online,4,4076.32,16305.28
10074,1205751,2023-06-10,2023,6,Saturday,Daraz,Daraz - Appliance #611,Market Place,online,1,15000.0,15000.0
10075,1205751,2023-06-06,2023,6,Tuesday,Krave Mart,Krave Mart - Grocery Pack #395,Stores & Grocery,online,1,1119.9,1119.9
10076,1205751,2023-06-07,2023,6,Wednesday,Krave Mart,Krave Mart - Staples Bundle #611,Stores & Grocery,online,1,6259.25,6259.25
10077,1205751,2023-06-12,2023,6,Monday,Krave Mart,Krave Mart - Staples Bundle #542,Stores & Grocery,online,1,4334.61,4334.61
10078,1217971,2023-05-06,2023,5,Saturday,foodpanda,foodpanda - Special #995,Food & Restaurants,online,1,1377.82,1377.82
10079,1243569,2023-07-20,2023,7,Thursday,Daraz,Daraz - Electronics #697,Market Place,online,1,8113.86,8113.86
10080,1243569,2023-07-21,2023,7,Friday,Daraz,Daraz - Electronics #699,Market Place,online,5,2868.84,14344.2
10081,1249772,2023-06-04,2023,6,Sunday,foodpanda,foodpanda - Family Pack #769,Food & Restaurants,online,2,1433.57,2867.14
10082,1335548,2023-05-01,2023,5,Monday,foodpanda,foodpanda - Special #788,Food & Restaurants,online,1,1912.78,1912.78
10083,1350520,2023-06-17,2023,6,Saturday,Dvago,Dvago - Gadget #115,Health & Fitness,instore,1,5000.0,5000.0
10084,1350520,2023-06-26,2023,6,Monday,Dvago,Dvago - Gadget #446,Health & Fitness,instore,2,2083.64,4167.28
10085,1350520,2023-07-08,2023,7,Saturday,Dvago,Dvago - Home Item #465,Health & Fitness,instore,1,1802.19,1802.19
10086,1350520,2023-07-25,2023,7,Tuesday,Dvago,Dvago - Electronics #977,Health & Fitness,instore,3,2100.92,6302.76
10087,1358668,2023-06-03,2023,6,Saturday,Alkaram Studio,Alkaram Studio - Jeans #996,Fashion,online,2,10114.79,20229.58
10088,1358668,2023-07-27,2023,7,Thursday,Arvelon Cosmetics,Arvelon Cosmetics - Home Item #520,"Health, Beauty & Gifts",online,2,2534.11,5068.22
10089,1358668,2023-07-20,2023,7,Thursday,Astore.pk,Astore.pk - Shirt #892,Fashion,online,2,4910.71,9821.42
10090,1358668,2023-07-20,2023,7,Thursday,Audrey Jewels,Audrey Jewels - Jeans #862,Fashion,online,2,8272.46,16544.92
10091,1358668,2023-07-30,2023,7,Sunday,Caesars Pizza,Caesars Pizza - Family Pack #624,Food & Restaurants,online,1,1679.58,1679.58
10092,1358668,2023-06-07,2023,6,Wednesday,Daraz,Daraz - Home Item #157,Market Place,online,1,12578.83,12578.83
10093,1358668,2023-06-12,2023,6,Monday,Daraz,Daraz - Gadget #781,Market Place,online,1,5455.73,5455.73
10094,1358668,2023-06-18,2023,6,Sunday,Daraz,Daraz - Home Item #553,Market Place,online,2,6578.86,13157.72
10095,1358668,2023-05-27,2023,5,Saturday,Krave Mart,Krave Mart - Fresh Items #941,Stores & Grocery,online,1,3411.17,3411.17
10096,1358668,2023-06-03,2023,6,Saturday,Krave Mart,Krave Mart - Grocery Pack #614,Stores & Grocery,online,2,1996.41,3992.82
10097,1358668,2023-06-10,2023,6,Saturday,Krave Mart,Krave Mart - Staples Bundle #501,Stores & Grocery,online,1,4812.27,4812.27
10098,1358668,2023-06-16,2023,6,Friday,Krave Mart,Krave Mart - Grocery Pack #115,Stores & Grocery,online,1,4728.63,4728.63
10099,1358668,2023-06-25,2023,6,Sunday,Krave Mart,Krave Mart - Staples Bundle #900,Stores & Grocery,online,1,4160.62,4160.62
10100,1358668,2023-06-30,2023,6,Friday,Krave Mart,Krave Mart - Staples Bundle #246,Stores & Grocery,online,2,3690.69,7381.38
10101,1358668,2023-07-05,2023,7,Wednesday,Krave Mart,Krave Mart - Grocery Pack #247,Stores & Grocery,online,3,2045.05,6135.15
10102,1358668,2023-07-06,2023,7,Thursday,Krave Mart,Krave Mart - Fresh Items #970,Stores & Grocery,online,2,3362.84,6725.68
10103,1358668,2023-07-08,2023,7,Saturday,Krave Mart,Krave Mart - Grocery Pack #088,Stores & Grocery,online,4,3496.46,13985.84
10104,1358668,2023-07-11,2023,7,Tuesday,Krave Mart,Krave Mart - Fresh Items #498,Stores & Grocery,online,5,2778.66,13893.3
10105,1358668,2023-07-15,2023,7,Saturday,Krave Mart,Krave Mart - Grocery Pack #779,Stores & Grocery,online,2,3828.47,7656.94
10106,1358668,2023-07-16,2023,7,Sunday,Krave Mart,Krave Mart - Fresh Items #785,Stores & Grocery,online,1,5079.1,5079.1
10107,1358668,2023-07-20,2023,7,Thursday,Krave Mart,Krave Mart - Grocery Pack #132,Stores & Grocery,online,1,8000.0,8000.0
10108,1358668,2023-07-23,2023,7,Sunday,Krave Mart,Krave Mart - Fresh Items #487,Stores & Grocery,online,1,4528.53,4528.53
10109,1358668,2023-07-27,2023,7,Thursday,Krave Mart,Krave Mart - Fresh Items #170,Stores & Grocery,online,5,4720.35,23601.75
10110,1358668,2023-07-29,2023,7,Saturday,Krave Mart,Krave Mart - Staples Bundle #541,Stores & Grocery,online,1,3998.36,3998.36
10111,1358668,2023-07-03,2023,7,Monday,Saeed Ghani,Saeed Ghani - Appliance #988,"Health, Beauty & Gifts",online,1,823.73,823.73
10112,1358668,2023-06-16,2023,6,Friday,foodpanda,foodpanda - Combo #952,Food & Restaurants,online,4,1578.93,6315.72
10113,1455390,2023-06-19,2023,6,Monday,foodpanda,foodpanda - Family Pack #774,Food & Restaurants,online,1,1648.92,1648.92
10114,1469205,2023-06-11,2023,6,Sunday,Daraz,Daraz - Home Item #731,Market Place,online,2,15000.0,30000.0
10115,1479170,2023-06-28,2023,6,Wednesday,Metro Cash & Carry,Metro Cash & Carry - Staples Bundle #409,Stores & Grocery,online,2,3769.45,7538.9
10116,1556536,2023-05-16,2023,5,Tuesday,Daraz,Daraz - Gadget #449,Market Place,online,3,9011.18,27033.54
10117,1556536,2023-05-17,2023,5,Wednesday,Daraz,Daraz - Appliance #124,Market Place,online,3,7616.65,22849.949999999997
10118,1556536,2023-05-24,2023,5,Wednesday,Daraz,Daraz - Home Item #231,Market Place,online,3,4320.43,12961.29
10119,1556536,2023-06-23,2023,6,Friday,Daraz,Daraz - Electronics #347,Market Place,online,2,13723.43,27446.86
10120,1556536,2023-06-24,2023,6,Saturday,Daraz,Daraz - Electronics #603,Market Place,online,1,11287.09,11287.09
10121,1556536,2023-07-11,2023,7,Tuesday,Daraz,Daraz - Home Item #603,Market Place,online,2,11509.91,23019.82
10122,1556536,2023-07-20,2023,7,Thursday,Daraz,Daraz - Home Item #008,Market Place,online,3,4918.48,14755.439999999999
10123,1579740,2023-07-09,2023,7,Sunday,foodpanda,foodpanda - Meal Deal #725,Food & Restaurants,online,1,3000.0,3000.0
10124,1596372,2023-07-19,2023,7,Wednesday,foodpanda,foodpanda - Meal Deal #235,Food & Restaurants,online,1,793.8,793.8
10125,1649404,2023-07-11,2023,7,Tuesday,Paras Art Fever,Paras Art Fever - Electronics #928,Others,online,1,3553.7,3553.7
10126,1649900,2023-06-24,2023,6,Saturday,Daraz,Daraz - Electronics #881,Market Place,online,2,15000.0,30000.0
10127,1650653,2023-07-18,2023,7,Tuesday,foodpanda,foodpanda - Special #073,Food & Restaurants,online,1,975.05,975.05
10128,1650653,2023-07-21,2023,7,Friday,foodpanda,foodpanda - Family Pack #244,Food & Restaurants,online,2,1205.45,2410.9
10129,1652522,2023-06-28,2023,6,Wednesday,Saeed Ghani,Saeed Ghani - Gadget #686,"Health, Beauty & Gifts",online,1,2259.84,2259.84
10130,1674987,2023-06-19,2023,6,Monday,foodpanda,foodpanda - Platter #220,Food & Restaurants,online,1,1243.92,1243.92
10131,1677867,2023-06-20,2023,6,Tuesday,Daraz,Daraz - Home Item #741,Market Place,online,1,3569.27,3569.27
10132,1677867,2023-06-21,2023,6,Wednesday,Daraz,Daraz - Appliance #249,Market Place,online,2,8020.29,16040.58
10133,1705250,2023-07-24,2023,7,Monday,Daraz,Daraz - Appliance #827,Market Place,online,1,4556.44,4556.44
10134,1705250,2023-07-26,2023,7,Wednesday,Daraz,Daraz - Appliance #195,Market Place,online,1,9820.67,9820.67
10135,1712139,2023-06-12,2023,6,Monday,foodpanda,foodpanda - Meal Deal #100,Food & Restaurants,online,4,1010.34,4041.36
10136,1754692,2023-07-29,2023,7,Saturday,Pizza Max,Pizza Max - Platter #363,Food & Restaurants,online,3,3000.0,9000.0
10137,1757318,2023-05-29,2023,5,Monday,Saeed Ghani,Saeed Ghani - Appliance #421,"Health, Beauty & Gifts",online,3,1453.31,4359.93
10138,1775933,2023-07-02,2023,7,Sunday,Daraz,Daraz - Appliance #885,Market Place,online,2,6597.31,13194.62
10139,1799778,2023-07-26,2023,7,Wednesday,foodpanda,foodpanda - Meal Deal #690,Food & Restaurants,online,3,2403.11,7209.33
10140,1841205,2023-07-22,2023,7,Saturday,Shahzeb Saeed,Shahzeb Saeed - Shirt #063,Fashion,instore,2,3458.61,6917.22
10141,1850565,2023-07-23,2023,7,Sunday,Pizza Max,Pizza Max - Platter #746,Food & Restaurants,instore,4,1792.72,7170.88
10142,1850565,2023-06-11,2023,6,Sunday,Krave Mart,Krave Mart - Staples Bundle #820,Stores & Grocery,online,1,7977.94,7977.94
10143,1850565,2023-07-08,2023,7,Saturday,Krave Mart,Krave Mart - Grocery Pack #255,Stores & Grocery,online,1,1857.75,1857.75
10144,1850565,2023-07-17,2023,7,Monday,Pizza Max,Pizza Max - Combo #195,Food & Restaurants,online,1,1754.74,1754.74
10145,1853180,2023-07-05,2023,7,Wednesday,foodpanda,foodpanda - Family Pack #460,Food & Restaurants,online,4,1822.02,7288.08
10146,1861105,2023-06-17,2023,6,Saturday,Daraz,Daraz - Home Item #433,Market Place,online,2,11457.04,22914.08
10147,1861105,2023-07-17,2023,7,Monday,Daraz,Daraz - Home Item #286,Market Place,online,1,4175.43,4175.43
10148,1861105,2023-07-30,2023,7,Sunday,Daraz,Daraz - Appliance #256,Market Place,online,2,4004.68,8009.36
10149,1861753,2023-06-17,2023,6,Saturday,Daraz,Daraz - Electronics #454,Market Place,online,3,10060.97,30182.909999999996
10150,1866058,2023-06-12,2023,6,Monday,Daraz,Daraz - Electronics #052,Market Place,online,4,8990.65,35962.6
10151,1876031,2023-07-17,2023,7,Monday,Daraz,Daraz - Electronics #993,Market Place,online,2,8784.06,17568.12
10152,1892750,2023-07-26,2023,7,Wednesday,Daraz,Daraz - Electronics #949,Market Place,online,2,9215.78,18431.56
10153,1902346,2023-06-23,2023,6,Friday,Daraz,Daraz - Home Item #171,Market Place,online,1,5516.15,5516.15
10154,1902346,2023-07-01,2023,7,Saturday,Daraz,Daraz - Appliance #498,Market Place,online,1,8704.32,8704.32
10155,1902346,2023-07-03,2023,7,Monday,Daraz,Daraz - Appliance #219,Market Place,online,3,8973.08,26919.239999999998
10156,1903554,2023-06-28,2023,6,Wednesday,Pizza Max,Pizza Max - Platter #925,Food & Restaurants,instore,2,1119.44,2238.88
10157,1903554,2023-05-28,2023,5,Sunday,Daraz,Daraz - Electronics #169,Market Place,online,2,15000.0,30000.0
10158,1903554,2023-05-02,2023,5,Tuesday,Krave Mart,Krave Mart - Staples Bundle #003,Stores & Grocery,online,1,5259.44,5259.44
10159,1903554,2023-05-05,2023,5,Friday,Krave Mart,Krave Mart - Staples Bundle #272,Stores & Grocery,online,1,2287.49,2287.49
10160,1903554,2023-05-07,2023,5,Sunday,Krave Mart,Krave Mart - Staples Bundle #293,Stores & Grocery,online,1,5762.58,5762.58
10161,1903554,2023-05-11,2023,5,Thursday,Krave Mart,Krave Mart - Staples Bundle #714,Stores & Grocery,online,2,2549.17,5098.34
10162,1903554,2023-05-31,2023,5,Wednesday,Krave Mart,Krave Mart - Fresh Items #803,Stores & Grocery,online,2,6151.22,12302.44
10163,1903554,2023-06-19,2023,6,Monday,Krave Mart,Krave Mart - Fresh Items #678,Stores & Grocery,online,4,7406.86,29627.44
10164,1903554,2023-05-07,2023,5,Sunday,Metro Cash & Carry,Metro Cash & Carry - Fresh Items #499,Stores & Grocery,online,2,2753.21,5506.42
10165,1903554,2023-07-04,2023,7,Tuesday,Metro Cash & Carry,Metro Cash & Carry - Grocery Pack #195,Stores & Grocery,online,1,6718.04,6718.04
10166,1903554,2023-07-05,2023,7,Wednesday,Metro Cash & Carry,Metro Cash & Carry - Staples Bundle #223,Stores & Grocery,online,1,5101.32,5101.32
10167,1909577,2023-06-05,2023,6,Monday,foodpanda,foodpanda - Meal Deal #594,Food & Restaurants,online,3,2413.39,7240.17
10168,1911415,2023-07-20,2023,7,Thursday,Daraz,Daraz - Electronics #766,Market Place,online,1,15000.0,15000.0
10169,1911415,2023-07-23,2023,7,Sunday,Daraz,Daraz - Gadget #059,Market Place,online,2,6855.14,13710.28
10170,1911415,2023-07-13,2023,7,Thursday,Metro Cash & Carry,Metro Cash & Carry - Grocery Pack #599,Stores & Grocery,online,2,2846.93,5693.86
10171,1911415,2023-07-17,2023,7,Monday,Metro Cash & Carry,Metro Cash & Carry - Staples Bundle #515,Stores & Grocery,online,1,2660.07,2660.07
10172,1912541,2023-06-01,2023,6,Thursday,Daraz,Daraz - Home Item #059,Market Place,online,1,5154.08,5154.08
10173,1912541,2023-06-05,2023,6,Monday,Daraz,Daraz - Electronics #872,Market Place,online,1,7456.92,7456.92
10174,1912541,2023-06-06,2023,6,Tuesday,Daraz,Daraz - Home Item #071,Market Place,online,1,9191.41,9191.41
10175,1912541,2023-06-03,2023,6,Saturday,HYDRI SUPER MARKET,HYDRI SUPER MARKET - Fresh Items #070,Stores & Grocery,online,2,4765.74,9531.48
10176,1925362,2023-07-30,2023,7,Sunday,Mistore,Mistore - Home Item #414,Electronics & Home Appliances,online,2,4007.43,8014.86
10177,1935789,2023-06-19,2023,6,Monday,foodpanda,foodpanda - Meal Deal #965,Food & Restaurants,online,4,1610.44,6441.76
10178,1939983,2023-05-23,2023,5,Tuesday,Daraz,Daraz - Home Item #593,Market Place,online,3,15000.0,45000.0
10179,1939983,2023-06-22,2023,6,Thursday,Daraz,Daraz - Electronics #635,Market Place,online,1,6789.41,6789.41
10180,1939983,2023-06-26,2023,6,Monday,Daraz,Daraz - Electronics #430,Market Place,online,2,15000.0,30000.0
10181,1939983,2023-07-17,2023,7,Monday,Daraz,Daraz - Gadget #958,Market Place,online,2,10596.53,21193.06
10182,1939983,2023-07-21,2023,7,Friday,Daraz,Daraz - Gadget #210,Market Place,online,1,5048.62,5048.62
10183,1939983,2023-07-25,2023,7,Tuesday,Daraz,Daraz - Gadget #245,Market Place,online,5,4536.91,22684.55
10184,1939983,2023-05-28,2023,5,Sunday,foodpanda,foodpanda - Special #406,Food & Restaurants,online,2,2036.51,4073.02
10185,1939983,2023-07-23,2023,7,Sunday,foodpanda,foodpanda - Combo #688,Food & Restaurants,online,3,1430.86,4292.58
10186,1940083,2023-07-23,2023,7,Sunday,foodpanda,foodpanda - Special #469,Food & Restaurants,online,4,2286.46,9145.84
10187,1961494,2023-06-26,2023,6,Monday,foodpanda,foodpanda - Special #952,Food & Restaurants,online,2,2027.13,4054.26
10188,1961494,2023-07-03,2023,7,Monday,foodpanda,foodpanda - Meal Deal #010,Food & Restaurants,online,1,1542.78,1542.78
10189,1962530,2023-05-20,2023,5,Saturday,Pizza Max,Pizza Max - Platter #637,Food & Restaurants,instore,2,1047.71,2095.42
10190,1962530,2023-05-21,2023,5,Sunday,Pizza Max,Pizza Max - Family Pack #103,Food & Restaurants,instore,2,750.2,1500.4
10191,1962530,2023-05-28,2023,5,Sunday,Pizza Max,Pizza Max - Meal Deal #551,Food & Restaurants,instore,2,1279.85,2559.7
10192,1962530,2023-05-29,2023,5,Monday,Pizza Max,Pizza Max - Combo #519,Food & Restaurants,instore,1,2455.19,2455.19
10193,1962530,2023-06-01,2023,6,Thursday,Pizza Max,Pizza Max - Special #136,Food & Restaurants,instore,1,1780.78,1780.78
10194,1962530,2023-06-08,2023,6,Thursday,Pizza Max,Pizza Max - Special #903,Food & Restaurants,instore,4,858.24,3432.96
10195,1962530,2023-06-09,2023,6,Friday,Pizza Max,Pizza Max - Meal Deal #901,Food & Restaurants,instore,5,1744.72,8723.6
10196,1962530,2023-06-11,2023,6,Sunday,Pizza Max,Pizza Max - Combo #379,Food & Restaurants,instore,1,1939.95,1939.95
10197,1962530,2023-06-12,2023,6,Monday,Pizza Max,Pizza Max - Special #162,Food & Restaurants,instore,3,1028.47,3085.41
10198,1962530,2023-06-13,2023,6,Tuesday,Pizza Max,Pizza Max - Platter #854,Food & Restaurants,instore,1,1727.83,1727.83
10199,1962530,2023-06-15,2023,6,Thursday,Pizza Max,Pizza Max - Family Pack #721,Food & Restaurants,instore,3,1647.25,4941.75
10200,1962530,2023-06-16,2023,6,Friday,Pizza Max,Pizza Max - Special #627,Food & Restaurants,instore,1,903.5,903.5
10201,1962530,2023-06-18,2023,6,Sunday,Pizza Max,Pizza Max - Family Pack #009,Food & Restaurants,instore,4,1913.43,7653.72
10202,1964046,2023-06-23,2023,6,Friday,IDEAS,IDEAS - Bag #307,Fashion,instore,2,8471.35,16942.7
10203,1964046,2023-06-26,2023,6,Monday,foodpanda,foodpanda - Meal Deal #962,Food & Restaurants,online,1,2749.8,2749.8
10204,1966951,2023-07-22,2023,7,Saturday,Audionic,Audionic - Home Item #271,Electronics & Home Appliances,online,1,4488.24,4488.24
10205,1966951,2023-06-08,2023,6,Thursday,Daraz,Daraz - Electronics #912,Market Place,online,1,3891.75,3891.75
10206,1966951,2023-07-17,2023,7,Monday,Daraz,Daraz - Electronics #761,Market Place,online,2,4849.04,9698.08
10207,1966951,2023-07-23,2023,7,Sunday,Daraz,Daraz - Home Item #279,Market Place,online,3,10026.29,30078.870000000003
